"Class","Order","Family","Genus","Species","Study","M (kg)","FMR (kJ / day)"
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011775,53.086
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011425,50.16
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.7,1541.7
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.89,1638.37
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.9,2044.5
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",3.1,1478.7
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.94,1544.44
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.84,1455.36
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.94,1170.6
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.725,1111.35
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",3.115,1388.15
"Aves","Passeriformes","Bombycillidae","Phainopepla","nitens","Weathers & Nagy 1980",0.0242,77.8
"Aves","Passeriformes","Bombycillidae","Phainopepla","nitens","Weathers & Nagy 1980",0.0232,88.7
"Aves","Passeriformes","Bombycillidae","Phainopepla","nitens","Weathers & Nagy 1980",0.0216,75.7
"Aves","Passeriformes","Bombycillidae","Phainopepla","nitens","Weathers & Nagy 1980",0.0228,88.7
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0071,80.01765888
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0069,64.057392
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0071,47.37447168
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0064,68.80886784
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.007,48.1513536
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0064,42.0624384
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0067,33.92404032
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0064,67.45079808
"Aves","Passeriformes","Estrildidae","Estrilda","troglodytes","Weathers & Nagy 1984",0.0065,56.6658144
"Aves","Passeriformes","Climacteridae","Cormobates","leucophaea","Weathers & Paton 1997",0.0237,81.4
"Aves","Passeriformes","Maluridae","Malurus","cyaneus","Weathers & Paton 1997",0.0083,36.4
"Aves","Passeriformes","Maluridae","Malurus","cyaneus","Weathers & Paton 1997",0.0082,32
"Aves","Apodiformes","Trochilidae","Chalybura","urochrysia","Weathers & Stiles 1989",0.00718,57.92
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00513,37.29
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00498,32
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00458,43.12
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.0047,36.43
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00473,34.66
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.0051,27.47
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00518,49.77
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00498,40.38
"Aves","Apodiformes","Trochilidae","Thalurania","colombica","Weathers & Stiles 1989",0.00483,40.08
"Aves","Piciformes","Picidae","Melanerpes","formicivorus","Weathers et al 1990",0.0867,208
"Aves","Piciformes","Picidae","Melanerpes","formicivorus","Weathers et al 1990",0.0845,178
"Aves","Piciformes","Picidae","Melanerpes","formicivorus","Weathers et al 1990",0.0794,151
"Aves","Piciformes","Picidae","Melanerpes","formicivorus","Weathers et al 1990",0.0784,242
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.0091,47.8
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.0107,43.4
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.008,54.6
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.0107,59.4
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.01,59.7
"Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Weathers et al 1996",0.0102,52.4
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.01705,73.3
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0174,69.4
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.01545,73.1
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0181,82.5
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0162,60.9
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0161,45.1
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0171,65.3
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0166,80.7
"Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae","Weathers et al 1996",0.0208,117.4
"Aves","Passeriformes","Meliphagidae","Phylidonyris","pyrrhopterus","Weathers et al 1996",0.0146,75.9
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.553,328
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.503,212
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.528,289
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.615,179
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.664,147
"Aves","Strigiformes","Strigidae","Strix","occidentalis","Weathers et al 2001",0.616,237
"Aves","Passeriformes","Hirundinidae","Hirundo","rustica","Westerterp & Bryant 1984",0.0205,120.59
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.019,78.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0186,65.5
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0199,84.5
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0191,72.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0192,117.9
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0176,77
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.02,87.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0177,88.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0165,57.6
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0173,89.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0192,74.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0202,77.6
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0174,63.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0171,75.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0204,99.6
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0187,94.9
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0206,96.2
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0201,82.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0218,102.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.0193,75.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams 1987",0.02,110.2
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0212,118.1
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0187,128.5
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.019,145.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0181,139.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0201,149.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0204,139.2
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0166,115.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0215,168.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0197,119.5
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0171,112.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.019,134.6
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0225,136
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.0181,134.8
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Williams 1988",0.019,116.9
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0088,88.4
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0092,59.9
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0091,67.9
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0099,72
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0095,57.5
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0101,69.5
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0097,64.9
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0095,61
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.01,60.6
"Aves","Passeriformes","Nectariniidae","Nectarinia","violacea","Williams 1993",0.0096,60.2
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0238,42.7
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.027,59.9
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0242,50.9
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0272,47.3
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0251,39.8
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0265,62.9
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.025,33.5
"Aves","Passeriformes","Passeridae","Philetairus","socius","Williams & Du Plessis 1996",0.0248,52.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0192,82.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0187,70.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0191,72.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0187,76.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0187,71.2
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0187,75.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0186,75.3
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0205,74.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0174,69.2
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0186,76.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0198,89.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.018,65.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0189,71.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0202,77.2
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0196,69.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Dwinnel 1990",0.0168,62.9
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.01926,99.5
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.01815,60.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.0181,69.5
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.01955,81.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.01975,70.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1984",0.0196,100.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01638,69.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01648,60
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01785,71.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01742,79.8
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01755,74.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.0167,67.7
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01775,58.4
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01511,75.1
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.017,59.6
"Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis","Williams & Nagy 1985",0.01748,61.9
"Aves","Psittaciformes","Psittacidae","Barnardius","zonarius","Williams et al 1991",0.166,247
"Aves","Psittaciformes","Psittacidae","Barnardius","zonarius","Williams et al 1991",0.134,140
"Aves","Psittaciformes","Psittacidae","Barnardius","zonarius","Williams et al 1991",0.133,180
"Aves","Psittaciformes","Psittacidae","Eolophus","roseicapilla","Williams et al 1991",0.289,509
"Aves","Psittaciformes","Psittacidae","Eolophus","roseicapilla","Williams et al 1991",0.295,292
"Aves","Psittaciformes","Psittacidae","Eolophus","roseicapilla","Williams et al 1991",0.35,302
"Aves","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Williams et al 1991",0.0274,56.8
"Aves","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Williams et al 1991",0.0265,47.2
"Aves","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Williams et al 1991",0.0275,64.7
"Aves","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Williams et al 1991",0.0302,67.6
"Aves","Psittaciformes","Psittacidae","Neophema","petrophila","Williams et al 1991",0.0628,106.1
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",51,16468
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",52.5,16310
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",50,14756
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",49.5,14177
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",86.25,18718
"Aves","Struthioniformes","Struthionidae","Struthio","camelus","Williams et al 1993",90.25,17362
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0873,56
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.075,55.6
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0751,80.5
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.1043,98.7
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.096,61.6
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.074,47.8
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0918,73.3
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0725,74.3
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.087,62.2
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0993,70.5
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0835,48.7
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0984,81.2
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0885,71.2
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0785,69.7
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.087,67.2
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.086,86.3
"Aves","Columbiformes","Columbidae","Geophaps","plumifera","Williams et al 1995",0.0926,144.1
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.67833333333333,3068.8
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.8175,2287.7
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",9.45371428571429,2605.95714285714
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",8.1554,2358.34
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",8.045,1550.73333333333
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.275,1894.35
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",87.4,9219
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",90,23331
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",103.4,18522
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",67.5,8295
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",105.4,19614
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",81.5,10290
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",59.9,16044
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",82.2,26166
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",83.2,9408
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",91.5,23016
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",73.1,16527
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.465,888.7
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.7,1126.6
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.645,575.4
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.638,704.4
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",2.079,1352.9
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.975,1439.9
"Mammalia","Carnivora","Canidae","Vulpes","vulpes","Winstanley et al 2003",4.12,2396
"Mammalia","Carnivora","Canidae","Vulpes","vulpes","Winstanley et al 2003",4.38,2388
